Age Group,Average Closure Time in Days,Case Closed,City,Closed Cases,Sum of Closure Time (Days),Count of Crime Code,Crime Description,Crime Domain,Date Case Closed,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Day of Week,Distinct Cities,No. of Cases,Sum of Police Deployed,Sum of Report Number,Reported Within 24H,Sum of Reporting Delay (Hours),Time of Occurrence,Time Range,Sum of Victim Age,Victim Gender,Weapon Used
60+,-94,Yes,Patna,1,-94,1,ASSAULT,Violent Crime,7/12/2023 5:00:00 PM,2023,Qtr 4,October,13,2023,Qtr 4,October,14,Friday,1,1,13,13753,After 24H,41,1899-12-30 16:44:00,Afternoon,72,F,None
60+,306,Yes,Patna,1,306,1,BURGLARY,Other Crime,10/1/2024 3:00:00 AM,2023,Qtr 4,November,30,2023,Qtr 4,November,30,Thursday,1,1,1,14416,Within 24H,3,1899-12-30 05:29:00,Morning,68,F,Other
60+,84,Yes,Patna,1,84,1,BURGLARY,Other Crime,14-08-2022 22:00,2022,Qtr 2,May,23,2022,Qtr 2,May,22,Monday,1,1,7,6635,Within 24H,-2,1899-12-30 05:55:00,Morning,78,F,Poison
60+,138,Yes,Patna,1,138,1,BURGLARY,Other Crime,16-06-2023 07:00,2023,Qtr 1,January,28,2023,Qtr 1,January,29,Saturday,1,1,2,10098,After 24H,31,1899-12-30 19:04:00,Evening,69,M,Blunt Object
60+,276,Yes,Patna,1,276,1,BURGLARY,Other Crime,8/3/2023 5:00:00 AM,2022,Qtr 4,October,30,2022,Qtr 4,October,31,Sunday,1,1,13,8851,After 24H,29,1899-12-30 04:56:00,Night,60,M,Poison
60+,32,Yes,Patna,1,32,1,COUNTERFEITING,Other Crime,20-04-2022 17:00,2022,Qtr 1,March,17,2022,Qtr 1,March,19,Thursday,1,1,17,5922,After 24H,65,1899-12-30 03:30:00,Night,60,F,None
60+,7,Yes,Patna,1,7,1,COUNTERFEITING,Other Crime,26-03-2024 22:00,2024,Qtr 1,March,20,2024,Qtr 1,March,19,Wednesday,1,1,15,15969,Within 24H,-2,1899-12-30 02:49:00,Night,66,F,Other
60+,20,Yes,Patna,1,20,1,CYBERCRIME,Other Crime,17-11-2023 01:00,2023,Qtr 4,October,25,2023,Qtr 4,October,28,Wednesday,1,1,17,13945,After 24H,73,1899-12-30 23:42:00,Night,79,M,Firearm
60+,218,Yes,Patna,1,218,1,DOMESTIC VIOLENCE,Violent Crime,14-12-2021 08:00,2021,Qtr 1,March,10,2021,Qtr 2,May,10,Wednesday,1,1,16,4099,After 24H,1472,1899-12-30 16:55:00,Afternoon,74,F,Blunt Object
60+,69,Yes,Patna,1,69,1,DOMESTIC VIOLENCE,Violent Crime,26-03-2021 01:00,2021,Qtr 1,January,15,2021,Qtr 1,January,16,Friday,1,1,9,1758,After 24H,25,1899-12-30 11:13:00,Morning,69,F,None
60+,243,Yes,Patna,1,243,1,DRUG OFFENSE,Other Crime,10/11/2023 4:00:00 PM,2023,Qtr 1,February,10,2023,Qtr 1,February,10,Friday,1,1,4,13576,Within 24H,16,1899-12-30 05:38:00,Morning,63,M,Knife
60+,87,Yes,Patna,1,87,1,DRUG OFFENSE,Other Crime,24-01-2024 13:00,2023,Qtr 4,October,28,2023,Qtr 4,October,29,Saturday,1,1,2,13968,After 24H,37,1899-12-30 08:51:00,Morning,74,F,Firearm
60+,38,Yes,Patna,1,38,1,EXTORTION,Other Crime,18-01-2023 19:00,2022,Qtr 4,October,11,2022,Qtr 4,December,11,Tuesday,1,1,16,9026,After 24H,1483,1899-12-30 23:19:00,Night,60,M,Blunt Object
60+,-59,Yes,Patna,1,-59,1,EXTORTION,Other Crime,9/6/2022 3:00:00 AM,2022,Qtr 3,September,4,2022,Qtr 4,November,4,Sunday,1,1,6,6169,After 24H,1467,1899-12-30 13:21:00,Afternoon,79,M,Knife
60+,23,Yes,Patna,1,23,1,FIREARM OFFENSE,Fire Accident,16-06-2024 11:00,2024,Qtr 2,May,22,2024,Qtr 2,May,24,Wednesday,1,1,9,16860,After 24H,59,1899-12-30 23:32:00,Night,66,F,Other
60+,38,Yes,Patna,1,38,1,FIREARM OFFENSE,Fire Accident,23-12-2022 23:00,2022,Qtr 4,November,14,2022,Qtr 4,November,15,Monday,1,1,3,9067,After 24H,47,1899-12-30 16:22:00,Afternoon,65,F,Knife
60+,29,Yes,Patna,1,29,1,FRAUD,Other Crime,28-09-2021 15:00,2021,Qtr 3,August,31,2021,Qtr 3,August,30,Tuesday,1,1,5,3744,Within 24H,-9,1899-12-30 02:02:00,Night,72,F,None
60+,-60,Yes,Patna,1,-60,1,FRAUD,Other Crime,3/3/2024 5:00:00 AM,2024,Qtr 1,March,2,2024,Qtr 2,May,2,Saturday,1,1,11,15347,After 24H,1469,1899-12-30 19:13:00,Evening,76,F,Blunt Object
60+,122,Yes,Patna,1,122,1,IDENTITY THEFT,Violent Crime,5/9/2024 4:00:00 AM,2024,Qtr 3,July,31,2024,Qtr 1,January,8,Wednesday,1,1,17,17808,Within 24H,-4916,1899-12-30 03:26:00,Night,60,F,Poison
60+,84,Yes,Patna,1,84,1,ILLEGAL POSSESSION,Other Crime,18-10-2023 07:00,2023,Qtr 3,July,25,2023,Qtr 3,July,26,Tuesday,1,1,18,12640,After 24H,31,1899-12-30 17:12:00,Evening,68,M,Explosives
60+,26,Yes,Patna,1,26,1,ILLEGAL POSSESSION,Other Crime,22-07-2024 08:00,2024,Qtr 2,June,24,2024,Qtr 2,June,26,Monday,1,1,8,17320,After 24H,56,1899-12-30 12:54:00,Afternoon,62,F,Other
60+,143,Yes,Patna,1,143,1,ILLEGAL POSSESSION,Other Crime,28-07-2023 03:00,2023,Qtr 1,January,7,2023,Qtr 1,March,7,Saturday,1,1,11,12285,After 24H,1419,1899-12-30 21:13:00,Night,71,F,Explosives
60+,167,Yes,Patna,1,167,1,ILLEGAL POSSESSION,Other Crime,4/1/2024 6:00:00 PM,2023,Qtr 4,October,17,2023,Qtr 4,October,17,Tuesday,1,1,13,13795,Within 24H,18,1899-12-30 12:47:00,Afternoon,70,M,Knife
60+,64,Yes,Patna,1,64,1,KIDNAPPING,Other Crime,22-11-2021 16:00,2021,Qtr 3,September,18,2021,Qtr 3,September,19,Saturday,1,1,5,3943,After 24H,40,1899-12-30 05:28:00,Morning,74,M,Explosives
60+,-66,Yes,Patna,1,-66,1,KIDNAPPING,Other Crime,28-03-2023 05:00,2023,Qtr 2,May,2,2023,Qtr 2,June,2,Tuesday,1,1,8,10225,After 24H,749,1899-12-30 16:35:00,Afternoon,60,M,Poison
60+,93,Yes,Patna,1,93,1,KIDNAPPING,Other Crime,7/5/2024 4:00:00 AM,2024,Qtr 1,March,3,2024,Qtr 2,April,3,Sunday,1,1,5,15742,After 24H,748,1899-12-30 18:54:00,Evening,68,F,Firearm
60+,287,Yes,Patna,1,287,1,ROBBERY,Violent Crime,12/5/2023 1:00:00 PM,2023,Qtr 1,February,21,2023,Qtr 1,February,21,Tuesday,1,1,2,10442,Within 24H,13,1899-12-30 08:03:00,Morning,71,F,Firearm
60+,398,Yes,Patna,1,398,1,ROBBERY,Violent Crime,16-03-2024 06:00,2023,Qtr 1,January,12,2023,Qtr 1,February,12,Thursday,1,1,15,14443,After 24H,750,1899-12-30 18:43:00,Evening,63,M,Other
60+,91,Yes,Patna,1,91,1,ROBBERY,Violent Crime,29-05-2024 23:00,2024,Qtr 1,February,29,2024,Qtr 1,February,28,Thursday,1,1,8,15680,Within 24H,-1,1899-12-30 14:27:00,Afternoon,61,F,Firearm
60+,71,Yes,Patna,1,71,1,SEXUAL ASSAULT,Violent Crime,2/8/2023 8:00:00 AM,2022,Qtr 4,November,27,2022,Qtr 4,November,29,Sunday,1,1,10,9255,After 24H,56,1899-12-30 06:57:00,Morning,79,M,Firearm
60+,271,Yes,Patna,1,271,1,SEXUAL ASSAULT,Violent Crime,20-08-2023 13:00,2022,Qtr 4,November,21,2022,Qtr 4,November,22,Monday,1,1,1,9149,After 24H,37,1899-12-30 07:08:00,Morning,60,M,Knife
60+,182,Yes,Patna,1,182,1,SEXUAL ASSAULT,Violent Crime,22-11-2024 19:00,2024,Qtr 2,May,25,2024,Qtr 2,May,24,Saturday,1,1,2,16868,Within 24H,-5,1899-12-30 09:52:00,Morning,72,M,None
60+,678,Yes,Patna,1,678,1,SEXUAL ASSAULT,Violent Crime,29-12-2024 20:00,2023,Qtr 1,February,21,2023,Qtr 1,February,20,Tuesday,1,1,14,10429,Within 24H,-4,1899-12-30 07:15:00,Morning,67,F,Firearm
60+,587,Yes,Patna,1,587,1,SEXUAL ASSAULT,Violent Crime,31-07-2022 18:00,2020,Qtr 4,December,21,2020,Qtr 4,December,21,Monday,1,1,17,1602,Within 24H,18,1899-12-30 05:55:00,Morning,75,F,Knife
60+,250,Yes,Patna,1,250,1,SEXUAL ASSAULT,Violent Crime,8/7/2024 8:00:00 AM,2023,Qtr 4,December,1,2023,Qtr 4,December,1,Friday,1,1,17,9873,Within 24H,8,1899-12-30 02:35:00,Night,79,M,Poison
60+,497,Yes,Patna,1,497,1,SEXUAL ASSAULT,Violent Crime,9/10/2022 9:00:00 PM,2021,Qtr 2,April,1,2021,Qtr 2,May,1,Thursday,1,1,6,1685,After 24H,741,1899-12-30 06:40:00,Morning,67,F,Knife
60+,28,Yes,Patna,1,28,1,SHOPLIFTING,Other Crime,18-08-2024 13:00,2024,Qtr 3,July,20,2024,Qtr 3,July,21,Saturday,1,1,18,17667,After 24H,37,1899-12-30 01:19:00,Night,62,M,Firearm
60+,39,Yes,Patna,1,39,1,SHOPLIFTING,Other Crime,21-08-2021 22:00,2021,Qtr 4,December,7,2021,Qtr 3,July,13,Tuesday,1,1,6,3241,Within 24H,-3506,1899-12-30 03:43:00,Night,69,M,Explosives
60+,-274,Yes,Patna,1,-274,1,SHOPLIFTING,Other Crime,3/5/2021 3:00:00 AM,2021,Qtr 4,October,4,2021,Qtr 4,December,4,Monday,1,1,17,2433,After 24H,1467,1899-12-30 02:06:00,Night,63,F,None
60+,147,Yes,Patna,1,147,1,TRAFFIC VIOLATION,Traffic Fatality,12/8/2022 3:00:00 AM,2022,Qtr 4,December,7,2022,Qtr 3,July,14,Wednesday,1,1,2,7335,Within 24H,-3501,1899-12-30 22:21:00,Night,71,F,Knife
60+,3,Yes,Patna,1,3,1,TRAFFIC VIOLATION,Traffic Fatality,23-05-2024 06:00,2024,Qtr 2,May,20,2024,Qtr 2,May,20,Monday,1,1,8,16798,Within 24H,6,1899-12-30 05:50:00,Morning,62,F,Blunt Object
60+,-199,Yes,Patna,1,-199,1,VANDALISM,Other Crime,1/10/2024 5:00:00 PM,2024,Qtr 3,July,26,2024,Qtr 3,July,27,Friday,1,1,16,17750,After 24H,41,1899-12-30 10:20:00,Morning,70,M,Poison
60+,236,Yes,Patna,1,236,1,VANDALISM,Other Crime,1/2/2023 3:00:00 PM,2022,Qtr 2,May,11,2022,Qtr 2,May,11,Wednesday,1,1,13,8927,Within 24H,15,1899-12-30 21:14:00,Night,72,M,None
60+,-134,Yes,Patna,1,-134,1,VANDALISM,Other Crime,2/8/2021 4:00:00 AM,2021,Qtr 2,June,22,2021,Qtr 2,June,22,Tuesday,1,1,18,3036,Within 24H,4,1899-12-30 11:17:00,Morning,62,F,Blunt Object
60+,53,Yes,Patna,1,53,1,VANDALISM,Other Crime,22-07-2022 13:00,2022,Qtr 2,May,28,2022,Qtr 2,May,30,Saturday,1,1,1,6731,After 24H,61,1899-12-30 20:45:00,Evening,76,F,Poison
60+,174,Yes,Patna,1,174,1,VANDALISM,Other Crime,29-08-2023 09:00,2023,Qtr 1,February,8,2023,Qtr 1,March,8,Wednesday,1,1,12,12751,After 24H,681,1899-12-30 02:22:00,Night,63,M,Explosives
60+,84,Yes,Patna,1,84,1,VEHICLE - STOLEN,Violent Crime,15-06-2024 09:00,2024,Qtr 1,March,21,2024,Qtr 1,March,23,Thursday,1,1,15,16014,After 24H,57,1899-12-30 04:00:00,Night,70,M,Blunt Object
60+,48,Yes,Patna,1,48,1,VEHICLE - STOLEN,Violent Crime,17-02-2022 08:00,2021,Qtr 4,December,28,2021,Qtr 4,December,31,Tuesday,1,1,15,5018,After 24H,80,1899-12-30 22:19:00,Night,66,M,Blunt Object
60+,132,Yes,Pune,1,132,1,ARSON,Fire Accident,18-11-2023 19:00,2023,Qtr 2,June,9,2023,Qtr 3,July,9,Friday,1,1,1,13244,After 24H,739,1899-12-30 00:10:00,Night,69,F,Blunt Object
60+,252,Yes,Pune,1,252,1,ASSAULT,Violent Crime,10/3/2024 2:00:00 AM,2024,Qtr 1,January,23,2024,Qtr 1,January,25,Tuesday,1,1,10,15187,After 24H,50,1899-12-30 20:28:00,Evening,62,F,Blunt Object
60+,50,Yes,Pune,1,50,1,ASSAULT,Violent Crime,14-05-2023 11:00,2023,Qtr 1,March,25,2023,Qtr 1,March,25,Saturday,1,1,13,10883,Within 24H,11,1899-12-30 20:04:00,Evening,61,M,Firearm
60+,86,Yes,Pune,1,86,1,ASSAULT,Violent Crime,26-03-2024 06:00,2023,Qtr 4,December,30,2023,Qtr 4,December,31,Saturday,1,1,7,14839,After 24H,30,1899-12-30 03:47:00,Night,69,F,None
60+,-105,Yes,Pune,1,-105,1,ASSAULT,Violent Crime,3/9/2024 10:00:00 AM,2024,Qtr 2,June,19,2024,Qtr 2,June,22,Wednesday,1,1,13,17261,After 24H,82,1899-12-30 19:08:00,Evening,65,F,None
60+,275,Yes,Pune,1,275,1,BURGLARY,Other Crime,11/4/2022 5:00:00 AM,2022,Qtr 1,January,30,2022,Qtr 1,February,2,Sunday,1,1,1,5400,After 24H,77,1899-12-30 22:08:00,Night,70,F,Knife
60+,118,Yes,Pune,1,118,1,BURGLARY,Other Crime,20-02-2021 02:00,2020,Qtr 4,October,23,2020,Qtr 4,October,25,Friday,1,1,13,1243,After 24H,50,1899-12-30 00:37:00,Night,73,F,None
60+,-102,Yes,Pune,1,-102,1,BURGLARY,Other Crime,22-06-2023 20:00,2023,Qtr 4,October,2,2023,Qtr 4,October,2,Monday,1,1,9,10285,Within 24H,20,1899-12-30 06:27:00,Morning,66,F,Knife
60+,168,Yes,Pune,1,168,1,BURGLARY,Other Crime,24-10-2023 19:00,2023,Qtr 1,March,9,2023,Qtr 2,May,9,Thursday,1,1,8,13209,After 24H,1483,1899-12-30 10:34:00,Morning,71,F,Firearm
60+,179,Yes,Pune,1,179,1,BURGLARY,Other Crime,25-10-2023 23:00,2023,Qtr 2,April,28,2023,Qtr 2,April,29,Friday,1,1,3,11381,After 24H,47,1899-12-30 18:25:00,Evening,74,M,Poison
60+,-156,Yes,Pune,1,-156,1,BURGLARY,Other Crime,29-04-2023 23:00,2023,Qtr 3,September,2,2023,Qtr 4,October,2,Saturday,1,1,17,10286,After 24H,743,1899-12-30 19:23:00,Evening,62,F,None
60+,262,Yes,Pune,1,262,1,BURGLARY,Other Crime,29-12-2020 06:00,2020,Qtr 1,March,11,2020,Qtr 2,April,11,Wednesday,1,1,19,1312,After 24H,750,1899-12-30 14:50:00,Afternoon,61,F,None
60+,-41,Yes,Pune,1,-41,1,BURGLARY,Other Crime,4/11/2024 5:00:00 AM,2024,Qtr 2,May,21,2024,Qtr 2,May,22,Tuesday,1,1,16,16836,After 24H,29,1899-12-30 13:03:00,Afternoon,62,F,Knife
60+,297,Yes,Pune,1,297,1,BURGLARY,Other Crime,9/2/2023 3:00:00 PM,2022,Qtr 4,November,9,2022,Qtr 4,November,9,Wednesday,1,1,18,8150,Within 24H,15,1899-12-30 03:57:00,Night,68,M,Poison
60+,-88,Yes,Pune,1,-88,1,COUNTERFEITING,Other Crime,1/7/2021 5:00:00 AM,2021,Qtr 1,January,5,2021,Qtr 2,April,5,Tuesday,1,1,8,2610,After 24H,2165,1899-12-30 17:42:00,Evening,62,M,None
60+,13,Yes,Pune,1,13,1,COUNTERFEITING,Other Crime,10/11/2023 8:00:00 AM,2023,Qtr 3,September,27,2023,Qtr 3,September,28,Wednesday,1,1,9,13515,After 24H,32,1899-12-30 04:47:00,Night,62,M,Knife
60+,353,Yes,Pune,1,353,1,COUNTERFEITING,Other Crime,12/1/2021 3:00:00 PM,2020,Qtr 4,December,12,2020,Qtr 4,December,13,Saturday,1,1,17,1552,After 24H,39,1899-12-30 07:01:00,Morning,69,F,None
60+,34,Yes,Pune,1,34,1,COUNTERFEITING,Other Crime,13-10-2020 03:00,2020,Qtr 3,September,9,2020,Qtr 3,September,9,Wednesday,1,1,6,1008,Within 24H,3,1899-12-30 08:16:00,Morning,63,F,Knife
60+,-58,Yes,Pune,1,-58,1,COUNTERFEITING,Other Crime,2/4/2022 3:00:00 AM,2022,Qtr 2,April,3,2022,Qtr 2,April,3,Sunday,1,1,5,5733,Within 24H,3,1899-12-30 12:28:00,Afternoon,63,M,Poison
60+,51,Yes,Pune,1,51,1,COUNTERFEITING,Other Crime,20-09-2023 03:00,2023,Qtr 3,July,28,2023,Qtr 3,July,31,Friday,1,1,10,12706,After 24H,75,1899-12-30 23:26:00,Night,73,F,Blunt Object
60+,57,Yes,Pune,1,57,1,COUNTERFEITING,Other Crime,20-10-2021 20:00,2021,Qtr 3,August,23,2021,Qtr 3,August,24,Monday,1,1,5,3683,After 24H,44,1899-12-30 19:41:00,Evening,62,M,Explosives
60+,55,Yes,Pune,1,55,1,COUNTERFEITING,Other Crime,21-05-2023 22:00,2023,Qtr 1,March,26,2023,Qtr 1,March,27,Sunday,1,1,13,10920,After 24H,46,1899-12-30 06:38:00,Morning,60,M,Knife
60+,8,Yes,Pune,1,8,1,COUNTERFEITING,Other Crime,25-12-2022 18:00,2022,Qtr 4,December,18,2022,Qtr 4,December,17,Sunday,1,1,15,9509,Within 24H,-6,1899-12-30 05:03:00,Morning,61,M,Explosives
60+,31,Yes,Pune,1,31,1,COUNTERFEITING,Other Crime,26-03-2024 14:00,2024,Qtr 1,February,23,2024,Qtr 1,February,24,Friday,1,1,5,15630,After 24H,38,1899-12-30 23:20:00,Night,71,F,Poison
60+,35,Yes,Pune,1,35,1,COUNTERFEITING,Other Crime,27-06-2023 06:00,2023,Qtr 2,May,21,2023,Qtr 2,May,23,Sunday,1,1,5,11714,After 24H,54,1899-12-30 08:48:00,Morning,79,F,Other
60+,-121,Yes,Pune,1,-121,1,COUNTERFEITING,Other Crime,3/5/2023 6:00:00 AM,2023,Qtr 3,July,4,2023,Qtr 3,July,4,Tuesday,1,1,3,11072,Within 24H,6,1899-12-30 14:37:00,Afternoon,71,F,None
60+,-221,Yes,Pune,1,-221,1,COUNTERFEITING,Other Crime,4/12/2023 12:00:00 PM,2023,Qtr 4,November,20,2023,Qtr 4,November,19,Monday,1,1,4,14262,Within 24H,-12,1899-12-30 05:03:00,Morning,70,F,Explosives
60+,52,Yes,Pune,1,52,1,CYBERCRIME,Other Crime,15-01-2022 03:00,2021,Qtr 4,November,22,2021,Qtr 4,November,24,Monday,1,1,13,4601,After 24H,51,1899-12-30 14:25:00,Afternoon,64,F,Blunt Object
60+,-103,Yes,Pune,1,-103,1,CYBERCRIME,Other Crime,23-04-2021 14:00,2021,Qtr 3,August,4,2021,Qtr 3,August,4,Wednesday,1,1,9,2404,Within 24H,14,1899-12-30 12:00:00,Afternoon,68,F,None
60+,35,Yes,Pune,1,35,1,CYBERCRIME,Other Crime,29-03-2024 21:00,2024,Qtr 1,February,24,2024,Qtr 1,February,23,Saturday,1,1,13,15620,Within 24H,-3,1899-12-30 11:29:00,Morning,60,M,Other
60+,-152,Yes,Pune,1,-152,1,CYBERCRIME,Other Crime,7/3/2024 11:00:00 PM,2024,Qtr 4,October,2,2024,Qtr 4,December,2,Wednesday,1,1,8,15454,After 24H,1487,1899-12-30 10:05:00,Morning,67,F,Explosives
60+,155,Yes,Pune,1,155,1,CYBERCRIME,Other Crime,9/11/2023 9:00:00 PM,2023,Qtr 1,March,9,2023,Qtr 2,April,9,Thursday,1,1,8,13201,After 24H,765,1899-12-30 18:05:00,Evening,77,M,Other
60+,-228,Yes,Pune,1,-228,1,DOMESTIC VIOLENCE,Violent Crime,16-01-2023 02:00,2023,Qtr 3,July,1,2023,Qtr 3,September,1,Saturday,1,1,13,9825,After 24H,1490,1899-12-30 22:18:00,Night,77,M,None
60+,54,Yes,Pune,1,54,1,DOMESTIC VIOLENCE,Violent Crime,21-10-2022 17:00,2022,Qtr 3,August,27,2022,Qtr 3,August,28,Saturday,1,1,12,7958,After 24H,41,1899-12-30 14:13:00,Afternoon,78,M,Firearm
60+,81,Yes,Pune,1,81,1,DOMESTIC VIOLENCE,Violent Crime,22-03-2024 04:00,2023,Qtr 4,December,31,2024,Qtr 1,January,1,Sunday,1,1,17,14858,After 24H,28,1899-12-30 23:37:00,Night,73,F,Poison
60+,-102,Yes,Pune,1,-102,1,DOMESTIC VIOLENCE,Violent Crime,23-03-2024 02:00,2024,Qtr 2,June,3,2024,Qtr 3,July,3,Monday,1,1,1,15785,After 24H,722,1899-12-30 21:10:00,Night,62,F,Blunt Object
60+,109,Yes,Pune,1,109,1,DOMESTIC VIOLENCE,Violent Crime,23-06-2021 05:00,2021,Qtr 1,February,6,2021,Qtr 1,March,6,Saturday,1,1,6,2869,After 24H,677,1899-12-30 10:38:00,Morning,77,F,Poison
60+,-113,Yes,Pune,1,-113,1,DOMESTIC VIOLENCE,Violent Crime,3/9/2022 12:00:00 PM,2022,Qtr 2,June,30,2022,Qtr 2,June,30,Thursday,1,1,4,7142,Within 24H,12,1899-12-30 06:35:00,Morning,76,F,Firearm
60+,447,Yes,Pune,1,447,1,DOMESTIC VIOLENCE,Violent Crime,7/2/2024 10:00:00 PM,2023,Qtr 2,April,12,2023,Qtr 2,April,12,Wednesday,1,1,9,14477,Within 24H,22,1899-12-30 17:33:00,Evening,74,M,Knife
60+,101,Yes,Pune,1,101,1,DRUG OFFENSE,Other Crime,10/8/2023 10:00:00 AM,2023,Qtr 2,June,29,2023,Qtr 2,June,29,Thursday,1,1,12,12236,Within 24H,10,1899-12-30 13:57:00,Afternoon,61,M,Poison
60+,368,Yes,Pune,1,368,1,DRUG OFFENSE,Other Crime,14-01-2023 13:00,2022,Qtr 4,October,31,2022,Qtr 1,January,11,Monday,1,1,19,8869,Within 24H,-7019,1899-12-30 07:48:00,Morning,78,M,Firearm
60+,22,Yes,Pune,1,22,1,DRUG OFFENSE,Other Crime,14-06-2023 22:00,2023,Qtr 2,May,23,2023,Qtr 2,May,23,Tuesday,1,1,8,11725,Within 24H,22,1899-12-30 20:50:00,Evening,79,F,Poison
60+,-18,Yes,Pune,1,-18,1,DRUG OFFENSE,Other Crime,16-06-2022 13:00,2022,Qtr 2,May,4,2022,Qtr 3,July,4,Wednesday,1,1,7,6126,After 24H,1477,1899-12-30 02:54:00,Night,74,F,None
60+,65,Yes,Pune,1,65,1,DRUG OFFENSE,Other Crime,18-02-2023 23:00,2022,Qtr 4,December,14,2022,Qtr 4,December,15,Wednesday,1,1,5,9484,After 24H,47,1899-12-30 10:58:00,Morning,63,M,Knife
60+,-278,Yes,Pune,1,-278,1,DRUG OFFENSE,Other Crime,27-01-2022 20:00,2022,Qtr 3,September,1,2022,Qtr 4,November,1,Thursday,1,1,9,5141,After 24H,1484,1899-12-30 21:37:00,Night,68,F,Blunt Object
60+,202,Yes,Pune,1,202,1,DRUG OFFENSE,Other Crime,27-11-2022 23:00,2022,Qtr 2,June,9,2022,Qtr 2,May,9,Thursday,1,1,11,8074,Within 24H,-721,1899-12-30 04:55:00,Night,70,F,None
60+,-19,Yes,Pune,1,-19,1,DRUG OFFENSE,Other Crime,3/5/2023 6:00:00 PM,2023,Qtr 1,March,24,2023,Qtr 1,March,24,Friday,1,1,4,10870,Within 24H,18,1899-12-30 22:20:00,Night,76,M,Other
60+,48,Yes,Pune,1,48,1,EXTORTION,Other Crime,13-09-2022 00:00,2022,Qtr 3,July,24,2022,Qtr 3,July,27,Sunday,1,1,16,7519,After 24H,72,1899-12-30 13:50:00,Afternoon,69,F,Explosives
60+,-186,Yes,Pune,1,-186,1,EXTORTION,Other Crime,2/11/2021 5:00:00 PM,2021,Qtr 3,August,15,2021,Qtr 3,August,16,Sunday,1,1,7,3598,After 24H,41,1899-12-30 16:34:00,Afternoon,70,F,Poison
60+,32,Yes,Pune,1,32,1,EXTORTION,Other Crime,21-01-2024 14:00,2023,Qtr 4,December,18,2023,Qtr 4,December,20,Monday,1,1,12,14694,After 24H,62,1899-12-30 18:20:00,Evening,74,F,None
60+,195,Yes,Pune,1,195,1,EXTORTION,Other Crime,21-10-2022 00:00,2022,Qtr 1,March,9,2022,Qtr 2,April,9,Wednesday,1,1,10,8040,After 24H,744,1899-12-30 05:37:00,Morning,69,F,Explosives
60+,36,Yes,Pune,1,36,1,EXTORTION,Other Crime,22-09-2021 19:00,2021,Qtr 3,August,17,2021,Qtr 3,August,17,Tuesday,1,1,9,3614,Within 24H,19,1899-12-30 13:58:00,Afternoon,75,F,Knife
60+,103,Yes,Pune,1,103,1,EXTORTION,Other Crime,23-02-2023 00:00,2022,Qtr 4,October,12,2022,Qtr 4,November,12,Wednesday,1,1,16,9407,After 24H,744,1899-12-30 03:29:00,Night,66,F,Other
60+,81,Yes,Pune,1,81,1,EXTORTION,Other Crime,23-03-2022 04:00,2021,Qtr 4,December,30,2022,Qtr 1,January,1,Thursday,1,1,11,5030,After 24H,52,1899-12-30 02:45:00,Night,74,F,Blunt Object
60+,114,Yes,Pune,1,114,1,EXTORTION,Other Crime,29-08-2023 19:00,2023,Qtr 2,April,7,2023,Qtr 2,May,7,Friday,1,1,4,12330,After 24H,739,1899-12-30 18:14:00,Evening,79,M,Knife
60+,20,Yes,Pune,1,20,1,EXTORTION,Other Crime,8/10/2024 11:00:00 PM,2024,Qtr 3,July,22,2024,Qtr 3,July,21,Monday,1,1,16,17674,Within 24H,-1,1899-12-30 03:17:00,Night,66,F,Poison
60+,93,Yes,Pune,1,93,1,FIREARM OFFENSE,Fire Accident,10/7/2022 7:00:00 AM,2022,Qtr 3,July,6,2022,Qtr 3,July,6,Wednesday,1,1,18,6834,Within 24H,7,1899-12-30 10:54:00,Morning,76,F,Poison
60+,33,Yes,Pune,1,33,1,FIREARM OFFENSE,Fire Accident,13-12-2022 13:00,2022,Qtr 3,August,10,2022,Qtr 4,November,10,Wednesday,1,1,14,8557,After 24H,2221,1899-12-30 19:15:00,Evening,61,M,Knife
60+,-37,Yes,Pune,1,-37,1,FIREARM OFFENSE,Fire Accident,24-01-2024 11:00,2024,Qtr 1,January,1,2024,Qtr 1,March,1,Monday,1,1,10,14887,After 24H,1451,1899-12-30 06:01:00,Morning,71,F,Knife
60+,170,Yes,Pune,1,170,1,FIREARM OFFENSE,Fire Accident,25-10-2022 13:00,2022,Qtr 2,April,8,2022,Qtr 2,May,8,Friday,1,1,18,7648,After 24H,733,1899-12-30 20:10:00,Evening,74,F,Firearm
60+,109,Yes,Pune,1,109,1,FIREARM OFFENSE,Fire Accident,4/1/2022 12:00:00 PM,2021,Qtr 4,December,12,2021,Qtr 4,December,13,Sunday,1,1,19,4807,After 24H,36,1899-12-30 11:10:00,Morning,64,F,Poison
60+,-73,Yes,Pune,1,-73,1,FIREARM OFFENSE,Fire Accident,5/10/2024 7:00:00 AM,2024,Qtr 3,July,21,2024,Qtr 3,July,22,Sunday,1,1,19,17677,After 24H,31,1899-12-30 03:45:00,Night,77,M,None
60+,47,Yes,Pune,1,47,1,FRAUD,Other Crime,16-06-2021 08:00,2021,Qtr 2,April,29,2021,Qtr 2,April,30,Thursday,1,1,16,2575,After 24H,32,1899-12-30 05:50:00,Morning,62,M,None
